Population_centroid,index_right,UID,GID_0,NAME_0,VARNAME_0,GID_1,NAME_1,VARNAME_1,NL_NAME_1,ISO_1,HASC_1,CC_1,TYPE_1,ENGTYPE_1,VALIDFR_1,GID_2,NAME_2,VARNAME_2,NL_NAME_2,HASC_2,CC_2,TYPE_2,ENGTYPE_2,VALIDFR_2,GID_3,NAME_3,VARNAME_3,NL_NAME_3,HASC_3,CC_3,TYPE_3,ENGTYPE_3,VALIDFR_3,GID_4,NAME_4,VARNAME_4,CC_4,TYPE_4,ENGTYPE_4,VALIDFR_4,GID_5,NAME_5,CC_5,TYPE_5,ENGTYPE_5,GOVERNEDBY,SOVEREIGN,DISPUTEDBY,REGION,VARREGION,COUNTRY,CONTINENT,SUBCONT,Total_Demand_2024_centroid,Total_Demand_2030_centroid,Total_Demand_2050_centroid
2.9798514556884763,18403,18404,BTN,Bhutan,,BTN.4_1,Gasa,,མགར་ས་རྫོང་ཁག,BT-GA,BT.GA,,Dzongkhag,District,1992,BTN.4.4_1,Lunana,,ལུང་ནག་ན་,BT.GA.LN,,Gewog,Village block,Unknown,,,,,,,,,,,,,,,,,,,,,,,Bhutan,,,,Bhutan,Asia,,41.77761387429325,41.70304639433753,41.59370007354908
0.09919988393783569,18413,18414,BTN,Bhutan,,BTN.6_1,Lhuentse,Lhuntshi,ལྷུན་རྩེ་རྫོང་ཁག,BT-44,BT.LH,,Dzongkhag,District,1992,BTN.6.4_1,Kurtoed,Kurtoe,ཀུར་སྟོད་,BT.LH.KT,,Gewog,Village block,Unknown,,,,,,,,,,,,,,,,,,,,,,,Bhutan,,,,Bhutan,Asia,,1.3907855841666716,1.3883032170194691,1.3846630549199337
0.21453062057495118,18402,18403,BTN,Bhutan,,BTN.4_1,Gasa,,མགར་ས་རྫོང་ཁག,BT-GA,BT.GA,,Dzongkhag,District,1992,BTN.4.3_1,Laya,,ལ་ཡ་,BT.GA.LY,,Gewog,Village block,Unknown,,,,,,,,,,,,,,,,,,,,,,,Bhutan,,,,Bhutan,Asia,,3.0077262453748967,3.0023578543703473,2.9944856048957798
9.627525694668295,18403,18404,BTN,Bhutan,,BTN.4_1,Gasa,,མགར་ས་རྫོང་ཁག,BT-GA,BT.GA,,Dzongkhag,District,1992,BTN.4.4_1,Lunana,,ལུང་ནག་ན་,BT.GA.LN,,Gewog,Village block,Unknown,,,,,,,,,,,,,,,,,,,,,,,Bhutan,,,,Bhutan,Asia,,134.9782219072929,134.7373037474665,134.38401952217453
5.148734893798828,18402,18403,BTN,Bhutan,,BTN.4_1,Gasa,,མགར་ས་རྫོང་ཁག,BT-GA,BT.GA,,Dzongkhag,District,1992,BTN.4.3_1,Laya,,ལ་ཡ་,BT.GA.LY,,Gewog,Village block,Unknown,,,,,,,,,,,,,,,,,,,,,,,Bhutan,,,,Bhutan,Asia,,72.18542988899752,72.05658850488832,71.86765451749872
0.2615557399392127,18402,18403,BTN,Bhutan,,BTN.4_1,Gasa,,མགར་ས་རྫོང་ཁག,BT-GA,BT.GA,,Dzongkhag,District,1992,BTN.4.3_1,Laya,,ལ་ཡ་,BT.GA.LY,,Gewog,Village block,Unknown,,,,,,,,,,,,,,,,,,,,,,,Bhutan,,,,Bhutan,Asia,,3.667019941187248,3.66047479869097,3.6508769518624464
0.6652165080606938,18402,18403,BTN,Bhutan,,BTN.4_1,Gasa,,མགར་ས་རྫོང་ཁག,BT-GA,BT.GA,,Dzongkhag,District,1992,BTN.4.3_1,Laya,,ལ་ཡ་,BT.GA.LY,,Gewog,Village block,Unknown,,,,,,,,,,,,,,,,,,,,,,,Bhutan,,,,Bhutan,Asia,,9.326356977799207,9.309710671978715,9.28530040228379
1.9336467981338503,18403,18404,BTN,Bhutan,,BTN.4_1,Gasa,,མགར་ས་རྫོང་ཁག,BT-GA,BT.GA,,Dzongkhag,District,1992,BTN.4.4_1,Lunana,,ལུང་ནག་ན་,BT.GA.LN,,Gewog,Village block,Unknown,,,,,,,,,,,,,,,,,,,,,,,Bhutan,,,,Bhutan,Asia,,27.109790707011943,27.061403339049004,26.99044773397122
8.546900164335966,18402,18403,BTN,Bhutan,,BTN.4_1,Gasa,,མགར་ས་རྫོང་ཁག,BT-GA,BT.GA,,Dzongkhag,District,1992,BTN.4.3_1,Laya,,ལ་ཡ་,BT.GA.LY,,Gewog,Village block,Unknown,,,,,,,,,,,,,,,,,,,,,,,Bhutan,,,,Bhutan,Asia,,119.82781698937502,119.61394028573228,119.30030985783554
8.813358306884766,18403,18404,BTN,Bhutan,,BTN.4_1,Gasa,,མགར་ས་རྫོང་ཁག,BT-GA,BT.GA,,Dzongkhag,District,1992,BTN.4.4_1,Lunana,,ལུང་ནག་ན་,BT.GA.LN,,Gewog,Village block,Unknown,,,,,,,,,,,,,,,,,,,,,,,Bhutan,,,,Bhutan,Asia,,123.5635687738522,123.34302425052145,123.0196160810275
2.364985466003418,18402,18403,BTN,Bhutan,,BTN.4_1,Gasa,,མགར་ས་རྫོང་ཁག,BT-GA,BT.GA,,Dzongkhag,District,1992,BTN.4.3_1,Laya,,ལ་ཡ་,BT.GA.LY,,Gewog,Village block,Unknown,,,,,,,,,,,,,,,,,,,,,,,Bhutan,,,,Bhutan,Asia,,33.15717279409767,33.09799165404616,33.01120797933246
23.995447739958767,18413,18414,BTN,Bhutan,,BTN.6_1,Lhuentse,Lhuntshi,ལྷུན་རྩེ་རྫོང་ཁག,BT-44,BT.LH,,Dzongkhag,District,1992,BTN.6.4_1,Kurtoed,Kurtoe,ཀུར་སྟོད་,BT.LH.KT,,Gewog,Village block,Unknown,,,,,,,,,,,,,,,,,,,,,,,Bhutan,,,,Bhutan,Asia,,336.41695410926616,335.81649462496455,334.93597626186727
10.73189178481698,18413,18414,BTN,Bhutan,,BTN.6_1,Lhuentse,Lhuntshi,ལྷུན་རྩེ་རྫོང་ཁག,BT-44,BT.LH,,Dzongkhag,District,1992,BTN.6.4_1,Kurtoed,Kurtoe,ཀུར་སྟོད་,BT.LH.KT,,Gewog,Village block,Unknown,,,,,,,,,,,,,,,,,,,,,,,Bhutan,,,,Bhutan,Asia,,150.46147024237973,150.19291654517323,149.79910735729266
8.018296241760252,18402,18403,BTN,Bhutan,,BTN.4_1,Gasa,,མགར་ས་རྫོང་ཁག,BT-GA,BT.GA,,Dzongkhag,District,1992,BTN.4.3_1,Laya,,ལ་ཡ་,BT.GA.LY,,Gewog,Village block,Unknown,,,,,,,,,,,,,,,,,,,,,,,Bhutan,,,,Bhutan,Asia,,112.41677288257989,112.21612390622064,111.92189071840367
